source_id,destination_id,source_name,destination_name,route_type,delay_ratio,sla_breach_rate,trip_count,median_actual_dist_km,median_actual_time_h,median_osrm_time_h,std_delay,is_sla_breach,composite_breach_score,excess_delay_pct
IND263401AAA,IND244713AAA,KASHIPUR_BAJPRDPP_D (UTTARAKHAND),KASHIPUR_VAISHALI_D (UTTARAKHAND),FTL,2.409090909090909,1.0,1,19.24518229605243,53.0,22.0,,1,1.6698545713489592,140.9
IND277303AAC,IND277211AAA,SIKANDARPUR_CENTRAL_D_3 (UTTAR PRADESH),SAHATWAR_PNCHMDPP_D (UTTAR PRADESH),FTL,1.4507692307692306,1.0,6,23.024368214036542,37.0,24.5,0.1127974821092876,1,2.8230665700910156,45.1
IND277201AAA,IND221706AAA,BARIYA_BGNPRDPP_D (UTTAR PRADESH),RATANPURA_MUBARDPP_D (UTTAR PRADESH),FTL,2.0625,1.0,7,23.009044816838745,34.0,16.0,0.25066019859275457,1,4.288848179714662,106.2
IND221706AAA,IND273014AAB,RATANPURA_MUBARDPP_D (UTTAR PRADESH),GORAKHPUR_MATRIPRM_IP (UTTAR PRADESH),FTL,2.526315789473684,1.0,11,22.748541637183983,48.0,18.0,0.6962856931593114,1,6.27765890472758,152.6
IND441614AAA,IND481001AAA,GONDIA_RAMNGR_D (MAHARASHTRA),BALAGHAT_KOSMI_D (MADHYA PRADESH),FTL,2.1875,1.0,9,22.97587489739169,36.0,16.0,0.2853442675960945,1,5.036904890924475,118.8
IND845401AAA,IND845305AAA,MOTIHARI_RAJABZR_D (BIHAR),RAXAUL_KAIRIYAT_D (BIHAR),FTL,2.025,0.9545454545454546,22,23.857177362541478,36.5,17.5,0.48502357857570516,1,6.349375787256528,102.5
IND585330AAE,IND585401AAA,HUMNABAD_EBROAD_D (KARNATAKA),BIDAR (KARNATAKA),FTL,1.8333333333333333,1.0,21,22.708402312326943,33.0,18.0,0.17787490963292538,1,5.666911164490246,83.3
IND585401AAA,IND502286AAB,BIDAR (KARNATAKA),NARAYANKHED_DATATRYA_D (TELANGANA),FTL,1.8461538461538463,1.0,22,22.539880256277257,49.0,28.0,0.3106875994064549,1,5.788604706330738,84.6
IND502286AAB,IND502220AAC,NARAYANKHED_DATATRYA_D (TELANGANA),ZAHIRABAD_MOHIM_D (TELANGANA),FTL,1.4039408866995076,0.9545454545454546,22,22.70067745205788,39.0,27.0,0.42682407890549057,1,4.402048529752747,40.4
IND502220AAC,IND501359AAE,ZAHIRABAD_MOHIM_D (TELANGANA),HYDERABAD_SHAMSHBD_H (TELANGANA),FTL,2.3,1.0,22,22.949161965452856,50.5,20.0,0.7037456891275559,1,7.2116366966370435,130.0
IND302022AAD,IND000000ACB,JAIPUR_RIICO_L (RAJASTHAN),GURGAON_BILASPUR_HB (HARYANA),CARTING,1.5,1.0,7,9.790959460518849,20.0,11.0,0.22946753296959418,1,3.1191623125197534,50.0
